key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Flower1,Ecc,Flower_2,similarity,response_time,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,mouse_7.clicked_name,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Flower2,trialnumber,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,mouse_3.clicked_name,mouse_11.clicked_name,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer8,rt8,answer7,rt7
,,,,,,,,,,,,,,2,FF,,2,2.3368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-122,-48,1,0,0,response5disk,6,27,12,3,1,0,0,rectangle,12,3,1,0,0,1,7,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",12,3,1,0,0,0,26,26,13,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,FF,,0,1.3364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-74,115,1,0,0,response7disk,4,28,-10,-1,1,0,0,rectangle,-10,-1,1,0,0,1,6,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-10,-1,1,0,0,0,27,27,27,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5,FF,,0,0.8351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-72,121,1,0,0,response7disk,6,29,-20,-4,1,0,0,rectangle,-20,-4,1,0,0,1,7,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-20,-4,1,0,0,0,28,28,17,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,FF,,6,1.2822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,112,55,1,0,0,response1disk,7,30,-25,7,1,0,0,rectangle,-25,7,1,0,0,1,0,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-25,7,1,0,0,0,29,29,16,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,FF,,6,1.1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,143,69,1,0,0,response1disk,3,31,13,4,1,0,0,rectangle,13,4,1,0,0,1,1,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",13,4,1,0,0,0,30,30,36,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7,FF,,1,1.3497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-125,52,1,0,0,response7disk,4,32,-20,14,1,0,0,rectangle,-20,14,1,0,0,1,4,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-20,14,1,0,0,0,31,31,48,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5,FF,,6,1.0799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,109,59,1,0,0,response1disk,3,33,-16,6,1,0,0,rectangle,-16,6,1,0,0,1,6,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-16,6,1,0,0,0,32,32,24,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,FF,,2,3.7218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-128,-54,1,0,0,response5disk,6,34,-5,4,1,0,0,rectangle,-5,4,1,0,0,1,0,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-5,4,1,0,0,0,33,33,20,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6,FF,,7,0.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,41,134,1,0,0,response1disk,6,35,4,1,1,0,0,rectangle,4,1,1,0,0,1,0,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",4,1,1,0,0,0,34,34,46,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,FF,,0,1.7486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-45,134,1,0,0,response7disk,1,36,-22,3,1,0,0,rectangle,-22,3,1,0,0,1,2,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-22,3,1,0,0,0,35,35,42,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,FF,,4,1.7881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,35,-121,1,0,0,response3disk,2,37,-9,-4,1,0,0,rectangle,-9,-4,1,0,0,1,0,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-9,-4,1,0,0,0,36,36,33,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7,FF,,4,1.1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,45,-106,1,0,0,response3disk,2,38,-20,4,1,0,0,rectangle,-20,4,1,0,0,1,4,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-20,4,1,0,0,0,37,37,12,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6,FF,,6,1.2312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,130,77,1,0,0,response1disk,1,39,5,7,1,0,0,rectangle,5,7,1,0,0,1,2,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",5,7,1,0,0,0,38,38,39,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,FF,,1,2.2978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-117,42,1,0,0,response7disk,7,40,-11,2,1,0,0,rectangle,-47,139,1,0,0,0,0,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",0,9,1,0,0,0,39,39,43,1,response7disk_3,rectangle,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5,FF,,7,0.9658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,72,158,1,0,0,response1disk,5,41,12,0,1,0,0,rectangle,-57,-105,1,0,0,3,3,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-15,7,1,0,0,0,40,40,22,1,response5disk_3,rectangle,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6,FF,,1,1.4355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-127,56,1,0,0,response7disk,7,42,3,5,1,0,0,rectangle,3,5,1,0,0,3,6,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",3,5,1,0,0,0,41,41,32,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,FF,,5,2.2179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,112,-62,1,0,0,response3disk,3,43,-6,3,1,0,0,rectangle,50,-103,1,0,0,4,4,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",12,-13,1,0,0,0,42,42,34,1,response3disk_3,rectangle,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,FF,,0,0.9994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-59,118,1,0,0,response7disk,1,44,-1,-5,1,0,0,rectangle,-1,-5,1,0,0,4,0,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-1,-5,1,0,0,0,43,43,6,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7,FF,,0,0.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-43,108,1,0,0,response7disk,1,45,1,-7,1,0,0,rectangle,1,-7,1,0,0,4,2,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",1,-7,1,0,0,0,44,44,4,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,FF,,0,0.8157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-53,125,1,0,0,response7disk,6,46,-7,-6,1,0,0,rectangle,-7,-6,1,0,0,4,5,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-7,-6,1,0,0,0,45,45,25,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5,FF,,5,1.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,121,-43,1,0,0,response3disk,2,47,5,3,1,0,0,rectangle,5,3,1,0,0,4,7,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",5,3,1,0,0,0,46,46,28,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6,FF,,1,2.2512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-121,74,1,0,0,response7disk,3,48,28,4,1,0,0,rectangle,28,4,1,0,0,4,0,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",28,4,1,0,0,0,47,47,10,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5,FF,,1,0.8528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-128,60,1,0,0,response7disk,4,49,-19,-7,1,0,0,rectangle,-19,-7,1,0,0,4,2,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-19,-7,1,0,0,0,48,48,5,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,FF,,5,1.3432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,112,-43,1,0,0,response3disk,6,50,-12,-3,1,0,0,rectangle,-12,-3,1,0,0,4,6,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-12,-3,1,0,0,0,0,0,30,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5,FF,,0,0.9832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-59,130,1,0,0,response7disk,1,51,-9,-6,1,0,0,rectangle,-122,40,1,0,0,1,1,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-28,1,1,0,0,0,1,1,45,1,response7disk_3,rectangle,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6,FF,,4,1.4376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,45,-110,1,0,0,response3disk,5,52,-5,14,1,0,0,rectangle,-5,14,1,0,0,1,5,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-5,14,1,0,0,0,2,2,14,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,FF,,5,1.1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,103,-60,1,0,0,response3disk,7,53,6,13,1,0,0,rectangle,6,13,1,0,0,1,5,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",6,13,1,0,0,0,3,3,15,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,FF,,5,0.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,106,-42,1,0,0,response3disk,2,54,9,-7,1,0,0,rectangle,9,-7,1,0,0,1,5,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",9,-7,1,0,0,0,4,4,35,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7,FF,,7,0.9996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,49,119,1,0,0,response1disk,3,55,10,-4,1,0,0,rectangle,10,-4,1,0,0,1,1,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",10,-4,1,0,0,0,5,5,9,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,FF,,7,0.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,33,147,1,0,0,response1disk,3,56,7,0,1,0,0,rectangle,7,0,1,0,0,1,0,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",7,0,1,0,0,0,6,6,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6,FF,,1,1.9816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-121,56,1,0,0,response7disk,2,57,-27,3,1,0,0,rectangle,-27,3,1,0,0,1,7,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-27,3,1,0,0,0,7,7,11,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,FF,,0,1.3707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-82,106,1,0,0,response7disk,3,58,-27,-2,1,0,0,rectangle,-27,-2,1,0,0,1,2,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-27,-2,1,0,0,0,8,8,41,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,FF,,2,1.3658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-111,-48,1,0,0,response5disk,4,59,-7,-2,1,0,0,rectangle,-7,-2,1,0,0,1,6,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-7,-2,1,0,0,0,9,9,38,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7,FF,,2,1.7523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-121,-54,1,0,0,response5disk,5,60,-12,-2,1,0,0,rectangle,-12,-2,1,0,0,1,5,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-12,-2,1,0,0,0,10,10,40,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,FF,,2,1.2343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-123,-72,1,0,0,response5disk,5,61,-16,-1,1,0,0,rectangle,-16,-1,1,0,0,1,3,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-16,-1,1,0,0,0,11,11,19,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7,FF,,7,0.9824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,47,132,1,0,0,response1disk,7,62,7,-11,1,0,0,rectangle,7,-11,1,0,0,1,1,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",7,-11,1,0,0,0,12,12,3,1,,,,,,,,,,,,,,,,,,,,,,,
