key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Flower1,Ecc,Flower_2,similarity,response_time,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.clicked_name,catchprac,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.clicked_name,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,key_resp_22.keys,key_resp_22.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Flower2,trialnumber,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,mouse_3.clicked_name,mouse_11.clicked_name,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer8,rt8,answer7,rt7
,,,,,,,,,,,,,,7,FF,,2,1.2194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-82,-69,1,0,0,response5disk,2,63,20,-8,1,0,0,rectangle,20,-8,1,0,0,1,1,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",20,-8,1,0,0,0,13,13,12,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,FF,,5,1.0641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,104,-33,1,0,0,response3disk,3,64,21,2,1,0,0,rectangle,21,2,1,0,0,1,6,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",21,2,1,0,0,0,14,14,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5,FF,,3,0.8842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-38,-90,1,0,0,response5disk,7,65,-17,-6,1,0,0,rectangle,-17,-6,1,0,0,1,1,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",-17,-6,1,0,0,0,15,15,8,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,FF,,3,0.9692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-32,-96,1,0,0,response5disk,2,66,-17,1,1,0,0,rectangle,-17,1,1,0,0,1,7,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",-17,1,1,0,0,0,16,16,35,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7,FF,,6,1.3121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,80,23,1,0,0,response1disk,7,67,22,6,1,0,0,rectangle,22,6,1,0,0,1,4,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",22,6,1,0,0,0,17,17,3,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,FF,,3,1.2188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-42,-90,1,0,0,response5disk,5,68,3,2,1,0,0,rectangle,3,2,1,0,0,1,5,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",3,2,1,0,0,0,18,18,19,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,FF,,2,1.1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-89,-53,1,0,0,response5disk,3,69,-6,-4,1,0,0,rectangle,-6,-4,1,0,0,1,6,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",-6,-4,1,0,0,0,19,19,41,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,FF,,3,0.9858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-31,-91,1,0,0,response5disk,4,70,-5,3,1,0,0,rectangle,-5,3,1,0,0,1,3,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",-5,3,1,0,0,0,20,20,26,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7,FF,,6,0.9138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,95,32,1,0,0,response1disk,4,71,25,7,1,0,0,rectangle,25,7,1,0,0,1,5,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",25,7,1,0,0,0,21,21,48,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,FF,,6,0.8955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,71,42,1,0,0,response1disk,4,72,17,6,1,0,0,rectangle,17,6,1,0,0,1,4,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",17,6,1,0,0,0,22,22,37,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,FF,,7,1.1663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,30,93,1,0,0,response1disk,1,73,26,-4,1,0,0,rectangle,26,-4,1,0,0,1,4,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",26,-4,1,0,0,0,23,23,7,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5,FF,,2,0.8849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-66,-62,1,0,0,response5disk,6,74,-3,4,1,0,0,rectangle,-3,4,1,0,0,1,5,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",-3,4,1,0,0,0,24,24,17,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,FF,,6,0.7336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,91,48,1,0,0,response1disk,3,75,3,-2,1,0,0,rectangle,3,-2,1,0,0,1,5,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",3,-2,1,0,0,0,25,25,34,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6,FF,,3,0.5454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-36,-72,1,0,0,response5disk,7,76,-19,-11,1,0,0,rectangle,-19,-11,1,0,0,1,3,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",-19,-11,1,0,0,0,26,26,32,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5,FF,,3,0.7725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-68,-84,1,0,0,response5disk,3,77,11,-5,1,0,0,rectangle,11,-5,1,0,0,1,5,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",11,-5,1,0,0,0,27,27,24,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,FF,,4,1.0554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,60,-62,1,0,0,response3disk,6,78,9,-15,1,0,0,rectangle,9,-15,1,0,0,1,4,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",9,-15,1,0,0,0,28,28,20,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,FF,,3,0.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-46,-92,1,0,0,response5disk,2,79,-21,-9,1,0,0,rectangle,24,-109,1,0,0,4,4,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",-28,-16,1,0,0,0,29,29,31,1,response3disk_3,rectangle,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,FF,,3,1.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-49,-111,1,0,0,response5disk,4,80,12,1,1,0,0,rectangle,12,1,1,0,0,4,3,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",12,1,1,0,0,0,30,30,27,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6,FF,,4,0.8374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,46,-67,1,0,0,response3disk,1,81,-16,15,1,0,0,rectangle,-16,15,1,0,0,4,1,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",-16,15,1,0,0,0,31,31,39,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7,FF,,3,2.0724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-105,-106,1,0,0,response5disk,1,82,-5,3,1,0,0,rectangle,-5,3,1,0,0,4,3,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",-5,3,1,0,0,0,32,32,4,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,FF,,6,1.1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,116,67,1,0,0,response1disk,2,83,15,-5,1,0,0,rectangle,15,-5,1,0,0,4,3,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",15,-5,1,0,0,0,33,33,44,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,FF,,4,1.3225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,45,-100,1,0,0,response3disk,1,84,29,8,1,0,0,rectangle,29,8,1,0,0,4,2,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",29,8,1,0,0,0,34,34,6,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5,FF,,7,1.3407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,41,93,1,0,0,response1disk,5,85,30,1,1,0,0,rectangle,30,1,1,0,0,4,7,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",30,1,1,0,0,0,35,35,22,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,FF,,2,1.0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-82,-53,1,0,0,response5disk,6,86,-14,-3,1,0,0,rectangle,-14,-3,1,0,0,4,3,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",-14,-3,1,0,0,0,36,36,25,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,FF,,3,0.9851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-34,-88,1,0,0,response5disk,3,87,-1,3,1,0,0,rectangle,-1,3,1,0,0,4,0,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",-1,3,1,0,0,0,37,37,36,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7,FF,,3,1.0258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-49,-94,1,0,0,response5disk,6,88,-4,2,1,0,0,rectangle,-100,71,1,0,0,1,1,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",-23,-1,1,0,0,0,38,38,21,1,response7disk_3,rectangle,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5,FF,,2,1.0107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-83,-49,1,0,0,response5disk,4,89,-2,-15,1,0,0,rectangle,-2,-15,1,0,0,1,3,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",-2,-15,1,0,0,0,39,39,5,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,FF,,3,0.7826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-71,-90,1,0,0,response5disk,7,90,-31,-8,1,0,0,rectangle,-31,-8,1,0,0,1,1,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",-31,-8,1,0,0,0,40,40,16,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,FF,,4,0.7569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,53,-84,1,0,0,response3disk,1,91,-8,-3,1,0,0,rectangle,-8,-3,1,0,0,1,5,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",-8,-3,1,0,0,0,41,41,42,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7,FF,,2,1.6239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-114,-77,1,0,0,response5disk,5,92,10,-12,1,0,0,rectangle,10,-12,1,0,0,1,1,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",10,-12,1,0,0,0,42,42,40,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5,FF,,5,1.1628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,90,-54,1,0,0,response3disk,1,93,9,-5,1,0,0,rectangle,9,-5,1,0,0,1,7,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",9,-5,1,0,0,0,43,43,45,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,FF,,6,0.9876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,84,39,1,0,0,response1disk,7,94,-4,12,1,0,0,rectangle,-4,12,1,0,0,1,4,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",-4,12,1,0,0,0,44,44,29,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,FF,,5,2.1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,64,-39,1,0,0,response3disk,2,95,12,-8,1,0,0,rectangle,12,-8,1,0,0,1,3,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",12,-8,1,0,0,0,45,45,33,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6,FF,,4,1.2985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,52,-97,1,0,0,response3disk,3,96,13,-9,1,0,0,rectangle,13,-9,1,0,0,1,5,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",13,-9,1,0,0,0,46,46,10,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,FF,,3,1.3169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-48,-101,1,0,0,response5disk,7,97,11,-14,1,0,0,rectangle,11,-14,1,0,0,1,2,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",11,-14,1,0,0,0,47,47,15,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6,FF,,2,1.1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,-87,-64,1,0,0,response5disk,5,98,-3,0,1,0,0,rectangle,-3,0,1,0,0,1,0,"[264,193,79,88,157,278,17,109,36,141,242,200,300,59,312,154,258,235,15,296]",-3,0,1,0,0,0,48,48,14,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc58605a093ecdaf2f7b3c,60cc886b87ed5c1180233a22,2021-06-18_06h58.02.043,FlowerSimilarity_Experiment,2021.1.2,Win32,6.648140515,60cc862d586bafd4cd2fa98a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,10.0767,n,5.6618,n,3.4284,i based i on my  views,15.7116,3,6.9242,2,2.4057,once per week,10.7549,,2.9907
